Codice Articolo,Lob Associata,Nome LOB,Inventario,Descrizione Articolo,Lob Associata Orig Norm,Lob Associata Cleaned,LOB Cleaning Decision
SP-SLNK-IPBASE=,4001,TELEFONIA IP,Inventario,Spectralink IP-DECT Base Station 1.8Ghz,4001,4001,unchanged
SPT01,1002,CABLAGGIO ALTERNATIVO,Inventario,VASSOIO PORTAGIUNTI A 24 FIBRE IMPILABILI,1002,1002,unchanged
SPTRHWRUBRIK,99010,SPESE TRASPORTO FORNITORI,Non in inventario,Spese trasporto Rubrik,99010,99010,unchanged
SPV-150-12,3004,CLOUD VARIE HW,Inventario,alimentatore 12V 150W MEAN WEEL,3004,3004,unchanged
SQ-6,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"25 Faders/6 Layers, 24 XLR Inputs, 12 Stereo mix + Main, 16 Output ass., 32x32 USB Audio – SLink",4009,4009,unchanged
SQF-S25M4-128G-SBC,3004,CLOUD VARIE HW,Inventario,"SQF 2.5"" SSD 640 128G MLC (0~70°C)",3004,3004,unchanged
SQM7442/00,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"STAFFA TV UNIVERSALE FINO A 65""",4009,4009,unchanged
SR1018-10E,3004,CLOUD VARIE HW,Inventario,"1U SERVER UP LGA4677 XEON 10x2,5"", 1xM.2, 860W RED 16GB DDR5, 4800MHz ECC REG. SAMSUNG 1RX8",3004,3004,unchanged
SRB19BLY,1008,CABLAGGIO PANDUIT,Inventario,Strain-relief bars matching panels above,1008,1008,unchanged
SRC-9-SCLCAPCKIT-M,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo monomodale Fluke Networks per CertiFiber Pro,1002,1002,unchanged
SRC-9-SCSC-KIT,1003,TBD******,Inventario,"Singlemode Test Reference Cord (TRC) Kit, 2m, (4) SC/SC",1003,1003,unchanged
SRDM­S1­N3,3005,CLOUD VARIE SW,Inventario,Remote Desktop Manager Enterprise (Single User) (3 Yearsubscription)20% multi year discount included,3005,3005,unchanged
SRDM-S1-N3,3005,CLOUD VARIE SW,Non in inventario,Remote Desktop Manager Enterprise (Single User) (3 Year,3005,3005,unchanged
SRDMS1R1,3005,CLOUD VARIE SW,Inventario,Remote Desktop Manager Enterprise (Single User) (1 Year subscription) ,3005,3005,unchanged
SRDM-S1-R1,3005,CLOUD VARIE SW,Inventario,Remote Desktop Manager Enterprise (Single User) - Renewal (1 Year subscription),3005,3005,unchanged
SRDM-S1-R3,3005,CLOUD VARIE SW,Non in inventario,Remote Desktop Manager (Single User) - Renewal (3 Year subscription) 20% multi year discount include,3005,3005,unchanged
SRDMSITER3,3005,CLOUD VARIE SW,Inventario,Remote Desktop Manager Enterprise (Site) Renewal ( 3Year subscription),3005,3005,unchanged
SR-ER-B11,3004,CLOUD VARIE HW,Non in inventario,"Quantum SuperLoader 3; Support Plan, Bronze (5x9xNBD CRU); R",3004,3004,unchanged
SRGL-4K,2013,VIDEOSORVEGLIANZA,Inventario,SONY SRGL-4K LICENZA ,2013,2013,unchanged
SRG-X400/BSS,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Telecamera PTZ IP 4K,4009,4009,unchanged
SRG-X400BC,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Telecamera PTZ IP 4K,4009,4009,unchanged
SRG-X400WC,2013,VIDEOSORVEGLIANZA,Inventario,"sony telecamera 4k PTZ out HDMI, 3G-SDI + streaming",2013,2013,unchanged
SRG-XP1W,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,SRG-XP1W (White),4009,4009,unchanged
SRST-EP,2003,APPARATI CISCO WAN,Inventario,Cisco SRST - 1 SRST Endpoint License (E-Delivery Smart),2003,2003,unchanged
SRT001,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 5KVA Output HW - Kit,17001,17001,unchanged
SRT1000RMXLI,24001,BUILDING AUTOMATION,Inventario,APC Smart-UPS SRT 1000VA RM 230V,24001,24001,unchanged
SRT1000RMXLI.,24001,BUILDING AUTOMATION,Inventario,APC SMART UPS SRT 1000VA RM 230V,24001,24001,unchanged
SRT1000RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC SMART-UPS SRT 1000VA RM 230V Network CARD,17001,17001,unchanged
SRT1000XLI,17001,SISTEMI SCHNEIDER,Inventario,,17001,17001,unchanged
SRT1000XLI.,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 1000VA 230V,17001,17001,unchanged
SRT10KRMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 10000VA RM 230V,17001,17001,unchanged
SRT10KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 10000VA 230V,17001,17001,unchanged
SRT1500RMXLI,17001,SISTEMI SCHNEIDER,Inventario,UPS Schneider APC 1500 RM,17001,17001,unchanged
SRT1500RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 1500VA RM 230V Network Card,17001,17001,unchanged
SRT1500XLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 1500VA 230V,17001,17001,unchanged
SRT192BP,17001,SISTEMI SCHNEIDER,Inventario,PACCO BATTERIE SMART-UPS APC SRT 192 V da 5 e 6 kVA,17001,17001,unchanged
SRT192BP2,17001,SISTEMI SCHNEIDER,Inventario,APC SMART-UPS SRT 192V 8KVA/10KVA BATTERY PACK,17001,17001,unchanged
SRT192RMBP,17001,SISTEMI SCHNEIDER,Inventario,APC SMART UPS  SRT 192V 5KVA AND 6 KVA BATTERY PACK,17001,17001,unchanged
SRT192RMBP2,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 192V 8 and 10kVA RM Battery Pack,17001,17001,unchanged
SRT2200RMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC SMART UPS SRT 22000 VA,17001,17001,unchanged
SRT2200RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 2200VA RM 230V Network CarD,17001,17001,unchanged
SRT3000RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC SMART UPS SRT 3000 VA RM 230 NETWORK CARD,17001,17001,unchanged
SRT3000XLI,17001,SISTEMI SCHNEIDER,Inventario,APC SMART UPS SRT 3000 VA 230 V,17001,17001,unchanged
SRT48RMBP,24001,BUILDING AUTOMATION,Inventario,APC Smart-UPS SRT 48V 1kVA 1.5kVA RM BATTERY PACK,24001,24001,unchanged
SRT5KRMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 5000VA RM 230V,17001,17001,unchanged
SRT5KRMXLI-6W,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 5000VA 230V Rack Mount with 6 year warranty package,17001,17001,unchanged
SRT5KRMXLW-HW,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 5000VA RM 208/230V HW,17001,17001,unchanged
SRT5KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 5000VA 230V,17001,17001,unchanged
SRT6KRMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 6000VA RM 230V,17001,17001,unchanged
SRT6KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 6000VA 230V,17001,17001,unchanged
SRT72RMBP,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 72V 2.2kVA RM Battery Pack,17001,17001,unchanged
SRT8KRMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 8000VA RM 230V,17001,17001,unchanged
SRT8KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 8000VA 230V                               ,17001,17001,unchanged
SRT96BP,17001,SISTEMI SCHNEIDER,Inventario,APC GRUPPO BATTERIA UPS,17001,17001,unchanged
SRT96RMBP,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 96V 3kVA RM Battery Pack,17001,17001,unchanged
SRTG10KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 10kVA 230V,17001,17001,unchanged
SRTG15KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 15kVA 230V International,17001,17001,unchanged
SRTG192XLBP2,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 192V 9Ah Battery Pack 2 Rows,17001,17001,unchanged
SRTG192XLBP4,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 192V 32*5Ah BP /wo ralikit,17001,17001,unchanged
SRTG20KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 20kVA 230V International,17001,17001,unchanged
SRTG6KXLI,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS RT 6kVA 230V,17001,17001,unchanged
SRTGRK1,17001,SISTEMI SCHNEIDER,Inventario,Apc Kit accessori UPS APC by Schneider Electric,17001,17001,unchanged
SRTGRK2,17001,SISTEMI SCHNEIDER,Inventario,"Apc Guide rack APC by Schneider Electric Rack-Montabile - 482,60 mm Rack Width",17001,17001,unchanged
SRTL1000RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT Li-Ion 1000VA RM 230V Network Card,17001,17001,unchanged
SRTL1500RM4UXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS On-Line, 1500VA, Lithium-ion, Rackmount 4U, 230V, 8x C13 IEC outlets, Network Card, Ex",17001,17001,unchanged
SRTL1500RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT Li-Ion 1500VA RM 230V Network CARD,17001,17001,unchanged
SRTL180RM2UBP,17007,INSTALLAZIONE DATA CENTER,Inventario,APC Smart-UPS Ultra On-Line Lithium ion XBP 180V 2U Rack/Tower,17007,17007,unchanged
SRTL2200RM4UXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS On-Line, 2200VA, Lithium-ion, Rackmount 4U, 230V",17001,17001,unchanged
SRTL2200RMXLI,17001,SISTEMI SCHNEIDER,Inventario,APC SMART-UPS SRT IONI DI LITIO 2200 VA RM 230 V,17001,17001,unchanged
SRTL2200RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC SMART-UPS SRT LI-ION 2200VA RM 230V NETWORK CARD,17001,17001,unchanged
SRTL3000RM4UXLI,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS On-Line, 3kVA, Lithium-ion, Rackmount 4U, 230V, 6x C13+2x C19 IEC outlets, Extended lo",17001,17001,unchanged
SRTL3000RM4UXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS On-Line, 3kVA, Lithium-ion, Rackmount 4U, 230V",17001,17001,unchanged
SRTL3000RMXLI,17001,SISTEMI SCHNEIDER,Inventario,"Apc UPS online doppia conversione APC by Schneider Electric Smart-UPS SRT - 3 kVA/2,70 kW",17001,17001,unchanged
SRTL3000RMXLI-NC,17001,SISTEMI SCHNEIDER,Inventario,APC SMART-UPS SRT LI-ION 3000 VA RM 230V NETWORK CARD,17001,17001,unchanged
SRTL3KRM1UINC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS Ultra, 3000VA 230V 1U, with Lithium-Ion Battery, with Network Management Card Embedded",17001,17001,unchanged
SRTL5KRM2UI,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS Ultra On-Line Lithium ion, 5KVA/5KW, 2U Rack/Tower, 230V",17001,17001,unchanged
SRTRK1,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS SRT Rail Kit, 1U",17001,17001,unchanged
SRTRK3,17001,SISTEMI SCHNEIDER,Inventario,APC 2-Post Mounting Rail Kit for Smart-UPS SRT,17001,17001,unchanged
SRTRK4,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS SRT 19 inch Rail Kit for Smart-UPS SRT 1/1.5/2.2/3kVA,17001,17001,unchanged
SRVSL1KRIRK,17001,SISTEMI SCHNEIDER,Inventario,"Schneider Electric Easy UPS On-Line Li-Ion SRVSL RT 1000VA 230V, with Rail Kit",17001,17001,unchanged
SS00733051,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,ScanMail for MS Exchange Suite: Add.Seats Normal 51-100 User License12 months,6012,6012,unchanged
SS00733070,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMailfor MS Exchange Suite 11.xper user,6003,6003,unchanged
SS00733083,6003,TREND MICRO PRIMA VENDITA,Inventario,"ScanMail for MS Exchange Suite: New, Normal, 51-100 User License, 12 months",6003,6003,unchanged
SS00733084,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange,6003,6003,unchanged
SS00733085,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange Suite,6003,6003,unchanged
SS00733179,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange Suite: Renew Normal 51-100 User License 04 months,6003,6003,unchanged
SS00733371,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,ScanMail for MS Exchange Suite: Renew Normal 51-100 User License 12 months,6012,6012,unchanged
SS00733375,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange Suite: Renew Normal 751-1000 User License12 months,6003,6003,unchanged
SS00733662,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange Suite: Renew Normal 501-750 UserLicense 24 months,6003,6003,unchanged
SS00733948,6003,TREND MICRO PRIMA VENDITA,Inventario,ScanMail for MS Exchange Suite: Renew Normal 101-250 User License36 months,6003,6003,unchanged
SS01103856,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,"ScanMail for MS Exchange Suite: Renew, Normal, 1001-2000 User License,24 months",6012,6012,unchanged
SS22051E-IV,17009,SISTEMI ANTINCENDIO,Inventario,RIVELATORE DI FUMO ANALOGICO,17009,17009,unchanged
SS2700ECM,17009,SISTEMI ANTINCENDIO,Inventario,RILEVATORE OTTICO ANALOGICO PROT.SYSTEM,17009,17009,unchanged
SS5251REM,17009,SISTEMI ANTINCENDIO,Inventario,RILEVATORE TERMOVEL.ANALOGICO PROT.SYSTEM,17009,17009,unchanged
SSAPWCE,2014,CONTROLLO ACCESSI,Inventario,SSA for Corporate Edition System,2014,2014,unchanged
SSAPWCEU,2014,CONTROLLO ACCESSI,Inventario,Concurrent User License Add-on,2014,2014,unchanged
SSAPWLT,2014,CONTROLLO ACCESSI,Inventario,Annual SSA Pro-Watch Lite Edition,2014,2014,unchanged
SSAPWLTU,2014,CONTROLLO ACCESSI,Inventario,Annual SSA Concurrent User License add-on,2014,2014,unchanged
SSAPWPE,2014,CONTROLLO ACCESSI,Inventario,"SSA for Professional Edition System  	 € 769,11",2014,2014,unchanged
SSAPWPER,2014,CONTROLLO ACCESSI,Non in inventario,Annual Standard Software SupportAgreement 32 Reader Add-on ,2014,2014,unchanged
SSAPWPEU,2014,CONTROLLO ACCESSI,Non in inventario,Annual Standard Software SupportAgreement Concurrent User License Add-on,2014,2014,unchanged
SSAREINSTATE,2014,CONTROLLO ACCESSI,Non in inventario,REINSTATEMENT,2014,2014,unchanged
SSC14-RS00-CB11,3005,CLOUD VARIE SW,Inventario,"Quantum Scalar i40 Library, Includes Drives; Support Plan, B",3005,3005,unchanged
SSC14-VS00-CB11,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i40 Library, Quantum Onsite Installation of C",3004,3004,unchanged
SSC33-LSC0-CB31,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3 Library, 3U Control Module, 25 licensed slots, no tape drives; Support Plan, Bronz",3004,3004,unchanged
SSC33-LTDX-CB31,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3, Tape Drive Module, Half Height; Support P",3004,3004,unchanged
SSC33-RLSE-CB11,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3 Library, 25-Slot Upgrade; Support Plan,",3004,3004,unchanged
SSC33-RSC0-CB11,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3 Library, 3U Control Module, 25 licensed sl",3004,3004,unchanged
SSC33-RTDX-CB11,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3 Library, Tape Drive Module, Half Height;",3004,3004,unchanged
SSC33-VS06-CB11,3004,CLOUD VARIE HW,Inventario,"Quantum Scalar i3 Library with up to six drives, Quantum Ons",3004,3004,unchanged
SSD-120G,2002,APPARATI CISCO LAN,Inventario,Cisco pluggable USB3.0 SSD storage,2002,2002,unchanged
SSD-120G=.,2002,APPARATI CISCO LAN,Inventario,"Cisco pluggable USB3.0 SSD storage, spare",2002,2002,unchanged
SSD-240G,2002,APPARATI CISCO LAN,Inventario,Cisco pluggable USB3.0 SSD storage,2002,2002,unchanged
SSDSA2MH160G2C1,3004,CLOUD VARIE HW,Inventario,X25-M SATA II SSD 160GB 9.5MM 2.5IN MLC HIGH PERFORMANCE,3004,3004,unchanged
SSG-400-BW-100M,2012,APPARATI ALLOT,Inventario,100Mbps BW Capacity for SSG400 Control License,2012,2012,unchanged
SSG-400-MNO-AC,2012,APPARATI ALLOT,Inventario,"SSG-400/AC Monitoring Only, Up to 8x1G Copper",2012,2012,unchanged
SSG-MGMT-SW,2012,APPARATI ALLOT,Inventario,Allot SSG Management SW Only,2012,2012,unchanged
S-STANDARD,3031,SOLUZIONE BACKUP ALTRO,Inventario,SUPP & MAINT SUBSCRIPTION NOTIFCATION SOFTWARE 12 MESI,3031,3031,unchanged
S-STANDARD-R,3032,RINNOVO SOLUZIONE BACKUP ALTRO,Inventario,RINNOVO Support & Maintenance Subscription,3032,3032,unchanged
S-STD,3031,SOLUZIONE BACKUP ALTRO,Inventario,Support & Maintenance Subscription Notification of software,3031,3031,unchanged
S-STD-R,3032,RINNOVO SOLUZIONE BACKUP ALTRO,Inventario,Support & Maintenance Subscription Notification of software,3032,3032,unchanged
SSW-100,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,"Room Availability Hallway Sign, Wall Mount, Without Engraving",4008,4008,unchanged
ST/MCT3LBT,24001,BUILDING AUTOMATION,Inventario,MODULO CONTROLLO TEMPERATURA VER3 BTICINO LIGHT/INT BIANCO,24001,24001,unchanged
ST/MFR1,24001,BUILDING AUTOMATION,Inventario,MFC/2R MODULO CONTROLLO FAN COINLS 3 VELOCITA' + 2EV,24001,24001,unchanged
ST10510,99001,MERCI C/ACQUISTI,Inventario,EXPORT SPECCHIO VETRO SICUREZZA 60X65 RECLINABILE,99001,99001,unchanged
ST16000NE000,3004,CLOUD VARIE HW,Inventario,"eagate Disco rigido Seagate IronWolf Pro ST16000NE000 - 3.5"" Interno - 16 TB - SATA (SATA/600)",3004,3004,unchanged
ST16000NM000J,3004,CLOUD VARIE HW,Inventario,Seagate Exos X18 - 16TB,3004,3004,unchanged
ST16977,99001,MERCI C/ACQUISTI,Inventario,FULL LAVABO ERGONOMICO 70X57 BCO,99001,99001,unchanged
ST18005,99001,MERCI C/ACQUISTI,Inventario,"NEW WC FULL SCARICO PAVIM. C/APERTURA FRONTALE 4,5 LT. CERAMICA BIANCA",99001,99001,unchanged
ST2000NM004A,4002,ALTRO MATERIALE,Inventario,Seagate Exos 7E8,4002,4002,unchanged
ST3146755SS-RFB,3004,CLOUD VARIE HW,Inventario,"Seagate 146GN SAS 3G bps 15k 3.5"" HDD",3004,3004,unchanged
ST31500341AS,3004,CLOUD VARIE HW,Inventario,HD 1.5 THERA S-ATA II CACHE 32MB,3004,3004,unchanged
ST32000641AS,3004,CLOUD VARIE HW,Inventario,ARRACUDA XT 7200.12 2TB 3.5IN 7200RPM 64MB SATA 6GB/S,3004,3004,unchanged
ST320T LED17S,24002,ALTRI IMPIANTI TECNOLOGICI,Inventario,ST320T LED17S/840 PSD-VLC WB BK,24002,24002,unchanged
ST-322T,3004,CLOUD VARIE HW,Inventario,ST-322T TABLE STAND,3004,3004,unchanged
ST4000NM0033-RFB,3004,CLOUD VARIE HW,Inventario,Seagate 4TB 128MB 72000RPM SATA 24/7,3004,3004,unchanged
ST4000NM0135,3004,CLOUD VARIE HW,Inventario,Disco Seagatre 3.7 TB,3004,3004,unchanged
ST4000VN008,3004,CLOUD VARIE HW,Inventario,Seagate IronWolf 4TB,3004,3004,unchanged
ST-492T,3004,CLOUD VARIE HW,Inventario,,3004,3004,unchanged
ST520240,1002,CABLAGGIO ALTERNATIVO,Inventario,FUSIBILE 5X20 T 4A,1002,1002,unchanged
ST53004U1C,3004,CLOUD VARIE HW,Inventario,StarTech.com Hub USB 3.0 a 4 Porte con Porta di Ricarica Dedicata,3004,3004,unchanged
ST640P,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Supporto VESA Inclinabile,4009,4009,unchanged
ST650P,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Peerless ST650P. Staffa inclinabile 15 gradi per 55""",4009,4009,unchanged
ST711010,1003,TBD******,Inventario,RESINA AGGIUSTATUTTO BONDIC,1003,1003,unchanged
ST9500620NS,3004,CLOUD VARIE HW,Inventario,"Cisco Harddisk, 500 GB, intern, 2.5"", SATA-600 Refurbished Cisco Originale",3004,3004,unchanged
STACK-T1-1M,2002,APPARATI CISCO LAN,Inventario,1M Type 1 Stacking Cable,2002,2002,unchanged
STACK-T1-1M=,2002,APPARATI CISCO LAN,Inventario,1M Type 1 Stacking Cable,2002,2002,unchanged
STACK-T1-1M-M,2001,APPARATI CISCO WIRELESS,Inventario,"C9000 1M Type 1 Stacking Cable, w/MERAKI",2001,2001,unchanged
STACK-T1-3M,2002,APPARATI CISCO LAN,Inventario,3M Type 1 Stacking Cable,2002,2002,unchanged
STACK-T1-3M=,2002,APPARATI CISCO LAN,Inventario,3M Type 1 Stacking Cable,2002,2002,unchanged
STACK-T1-50CM,2002,APPARATI CISCO LAN,Inventario,50CM TYPE 1 STACKING CABLE,2002,2002,unchanged
STACK-T1-50CM=,2002,APPARATI CISCO LAN,Inventario,50CM TYPE 1 STACKING CABLE,2002,2002,unchanged
STACK-T1-50CM-M,2016,CISCO MERAKI,Inventario,"C9000 50CM Type 1 Stacking Cable, w/MERAKI",2016,2016,unchanged
STACK-T2-50CM,2002,APPARATI CISCO LAN,Inventario,50CM Type 2 Stacking Cable,2002,2002,unchanged
STACK-T2-50CM=,2002,APPARATI CISCO LAN,Inventario,50CM Type 2 Stacking Cable,2002,2002,unchanged
STACK-T3-1M,2002,APPARATI CISCO LAN,Inventario,"1M Type 3 Stacking Cable, spare for C9300L",2002,2002,unchanged
STACK-T3-50CM,2002,APPARATI CISCO LAN,Inventario,50CM Type 3 Stacking Cable for C9300L,2002,2002,unchanged
STACK-T3-50CM=,2002,APPARATI CISCO LAN,Inventario,"50CM Type 3 Stacking Cable, spare for C300L",2002,2002,unchanged
STACK-T3A-1M-M,2016,CISCO MERAKI,Inventario,"C9300L 1M Type 3A Stacking Cable used with KIT2, w/MERAKI",2016,2016,unchanged
STACK-T3A-3M,2002,APPARATI CISCO LAN,Inventario,C9300L & C9300LM 3M Type 3A Stacking Cable,2002,2002,unchanged
STACK-T3A-50CM,2002,APPARATI CISCO LAN,Inventario,50CM Type 3 Stacking Cable for C9300L & C9300LM,2002,2002,unchanged
STACK-T4-1M,2002,APPARATI CISCO LAN,Inventario,1M Type 4 Stacking Cable,2002,2002,unchanged
STACK-T4-1M=,2002,APPARATI CISCO LAN,Inventario,1M Type 4 Stacking Cable,2002,2002,unchanged
STACK-T4-3M,2002,APPARATI CISCO LAN,Inventario,3M Type 4 Stacking Cable,2002,2002,unchanged
STACK-T4-3M=,2002,APPARATI CISCO LAN,Inventario,"Cisco Cavo Rete Cisco - 3 m - for Dispositivo di rete, Switch - Cavo Stacking",2002,2002,unchanged
STACK-T4-50CM,2003,APPARATI CISCO WAN,Inventario,50CM Type 4 Stacking Cable,2003,2003,unchanged
STACK-T4-50CM=,2003,APPARATI CISCO WAN,Inventario,50CM Type 4 Stacking Cable,2003,2003,unchanged
STACK-T4-50CM-O,2016,CISCO MERAKI,Inventario,"50CM Type 4 Stacking Cable, w/Meraki",2016,2016,unchanged
STAFFA BEFARM 1,1003,TBD******,Inventario,STAFFA AD L ,1003,1003,unchanged
STAFFA BEFARM 2,1003,TBD******,Inventario,STAFFA PIATTA,1003,1003,unchanged
STAFFA CUSTOM,4002,ALTRO MATERIALE,Inventario,STAFFA PROGETTATA E REALIZZATA SU MISURA,4002,4002,unchanged
STAFFA PARETE,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,STAFFA PARETE,4008,4008,unchanged
STARLIGHT 1000,3004,CLOUD VARIE HW,Inventario,ILLUMINATORE A FORCELLA 2X55W 5600°K - ORIZZONTALE -SWITCH,3004,3004,unchanged
STBPDT3100K,24001,BUILDING AUTOMATION,Inventario,24VDC PDM STANDARD KIT,24001,24001,unchanged
STD DATA CABLE RJ45,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,STD DATA CABLE RJ45,4009,4009,unchanged
STD_FORATURA,1006,ARMADI,Inventario,SUPPLEMENTO FORATURA,1006,1006,unchanged
STD0422216,1002,CABLAGGIO ALTERNATIVO,Inventario,"Pannello 24 PORTE SCARICO PER INSERTI KEYSTONE UTP,",1002,1002,unchanged
STD100-100,24001,BUILDING AUTOMATION,Inventario,"""Sonda di temperatura per condotta NTC 1,8K L=100mm con flan",24001,24001,unchanged
STD100-250,24001,BUILDING AUTOMATION,Inventario,"Sonda di temperatura per condotta NTC 1,8K L=250mm con flangia di montaggio e pressacavo",24001,24001,unchanged
STD300-300 -50/50,24001,BUILDING AUTOMATION,Inventario,Sonda temperatura 0-10V,24001,24001,unchanged
STD5400326,1002,CABLAGGIO ALTERNATIVO,Inventario,PANNELLO TELEFONICO 25 PORTE 1 U 19   RACK,1002,1002,unchanged
STD6400326,1002,CABLAGGIO ALTERNATIVO,Inventario,Pannello telefonico 50 porte 1U 19’’ Rack,1002,1002,unchanged
STFMOPP200000RE1,6004,ALTRO SECURITY,Inventario,WTD FM 1mo MT 100k - 200k reg use (per 1000),6004,6004,unchanged
STFMOPP600000RE1,6004,ALTRO SECURITY,Inventario,WTD FM 1mo MT 400k - 600k reg use (per 1000),6004,6004,unchanged
STKIT-BT-V3.8-WIEGAN,2013,VIDEOSORVEGLIANZA,Inventario,Starter kit controllo accessi Stid,2013,2013,unchanged
STMTRJ50DGR2,1002,CABLAGGIO ALTERNATIVO,Inventario,BRETELLA OTTICA DUPLEX 50/125 ST/MTRJ LSZH 2 MT,1002,1002,unchanged
STMTRJ62DGR2,1002,CABLAGGIO ALTERNATIVO,Inventario,BRETELLA OTTICA DUPLEX 62.5/125 ST/MTRJ LSZH 2 MT,1002,1002,unchanged
STN006227,1003,TBD******,Inventario,Mazzetta di gomma mm65 -gr.500,1003,1003,unchanged
STN0-65-009,1003,TBD******,Inventario,Set 6 giraviti cushion grip + tester,1003,1003,unchanged
STN460WE,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,WELCOME BOARD,4009,4009,unchanged
STO100,24001,BUILDING AUTOMATION,Inventario,"Sonda di temperatura da esterno installazione a muro, NTC 1",24001,24001,unchanged
STP100-100,24001,BUILDING AUTOMATION,Inventario,"Sonda di temperatura ad immersione con guaina separata NTC 1,8K L=100mm pressacavo",24001,24001,unchanged
STP100-150,24001,BUILDING AUTOMATION,Inventario,"Sonda di temperatura ad immersione con guaina separata NTC 1,8K L=150mm pressacavo",24001,24001,unchanged
STP100-200,24001,BUILDING AUTOMATION,Inventario,"Sonda di temperatura ad immersione con guaina separata NTC 1,8K L=200mm pressacavo",24001,24001,unchanged
STP100-250,17001,SISTEMI SCHNEIDER,Inventario,"Sonda di temperatura ad immersione con guaina separata NTC 1,8K L=250mm pressacavo",17001,17001,unchanged
